,Date,Open,High,Low,Close,Adj Close,Volume,Name
0,2020-04-06,137.419998,139.58999599999999,136.479996,138.850006,137.04183999999998,227600,IHE
1,2020-04-07,142.320007,142.320007,137.570007,137.830002,136.035126,23700,IHE
2,2020-04-08,138.5,142.770004,137.429993,142.350006,140.496262,9900,IHE
3,2020-04-09,143.940002,144.770004,143.649994,144.050003,142.174118,10000,IHE
4,2020-04-13,144.490005,144.490005,140.550003,142.169998,140.31858799999998,10400,IHE
5,2020-04-14,145.820007,146.929993,144.720001,146.580002,144.67115800000002,11100,IHE
6,2020-04-15,145.309998,145.679993,142.979996,144.740005,142.855133,13300,IHE
7,2020-04-16,145.639999,146.53999299999998,144.429993,146.309998,144.404663,16800,IHE
8,2020-04-17,149.800003,150.169998,147.740005,150.050003,148.095978,33100,IHE
9,2020-04-20,149.03999299999998,151.820007,148.03999299999998,150.240005,148.283493,12900,IHE
10,2020-04-21,148.78999299999998,148.78999299999998,145.509995,145.75,143.851974,16100,IHE
11,2020-04-22,148.690002,148.690002,146.630005,148.139999,146.21086100000002,6500,IHE
12,2020-04-23,146.179993,151.240005,146.179993,149.66000400000001,147.71106,17400,IHE
13,2020-04-24,150.899994,151.759995,149.619995,151.470001,149.497467,9400,IHE
14,2020-04-27,153.440002,155.149994,153.190002,154.449997,152.438675,22400,IHE
15,2020-04-28,155.080002,155.080002,152.110001,152.130005,150.14888,18300,IHE
16,2020-04-29,157.330002,157.330002,152.690002,154.21000700000002,152.201797,37100,IHE
17,2020-04-30,153.020004,153.020004,150.919998,152.399994,150.415375,10800,IHE
18,2020-05-01,149.690002,150.320007,147.41000400000001,148.869995,146.931351,31300,IHE
19,2020-05-04,148.029999,149.240005,147.91000400000001,149.190002,147.247177,7000,IHE
20,2020-05-05,151.020004,153.020004,151.020004,151.869995,149.892273,14500,IHE
21,2020-05-06,153.070007,153.570007,152.070007,152.110001,150.12915,9400,IHE
22,2020-05-07,151.649994,151.949997,149.5,149.5,147.553131,69300,IHE
23,2020-05-08,151.559998,151.800003,150.419998,150.96000700000002,148.99414099999998,15300,IHE
24,2020-05-11,151.479996,155.41000400000001,151.479996,155.33999599999999,153.317078,16500,IHE
25,2020-05-12,156.679993,157.360001,154.029999,154.029999,152.024155,32000,IHE
26,2020-05-13,153.190002,154.820007,151.0,151.740005,149.76396200000002,15300,IHE
27,2020-05-14,150.279999,152.820007,150.279999,152.820007,150.829926,10700,IHE
28,2020-05-15,152.360001,155.229996,152.360001,155.229996,153.208527,8300,IHE
29,2020-05-18,159.110001,159.110001,156.509995,156.800003,154.758072,196600,IHE
30,2020-05-19,156.729996,156.779999,155.0,155.199997,153.178925,19800,IHE
31,2020-05-20,157.050003,157.050003,155.070007,155.300003,153.277618,15700,IHE
32,2020-05-21,154.91000400000001,155.08999599999999,153.199997,153.940002,151.935318,9500,IHE
33,2020-05-22,154.050003,154.050003,153.300003,153.639999,151.639221,11600,IHE
34,2020-05-26,156.399994,156.399994,153.759995,153.770004,151.76753200000002,36700,IHE
35,2020-05-27,154.990005,154.990005,151.75,154.779999,152.764389,12600,IHE
36,2020-05-28,156.770004,157.28999299999998,156.059998,156.070007,154.03758200000001,11400,IHE
37,2020-05-29,156.690002,157.429993,153.949997,157.429993,155.379868,14000,IHE
38,2020-06-01,156.75,156.800003,155.470001,156.03999299999998,154.00796499999998,12000,IHE
39,2020-06-02,156.169998,157.729996,154.929993,157.71000700000002,155.656219,9700,IHE
40,2020-06-03,158.619995,158.619995,157.279999,158.080002,156.021408,10300,IHE
41,2020-06-04,156.66000400000001,157.860001,155.820007,156.350006,154.31393400000002,8700,IHE
42,2020-06-05,158.509995,159.630005,157.029999,157.369995,155.320648,22600,IHE
43,2020-06-08,156.869995,159.100006,156.869995,158.800003,156.732025,9100,IHE
44,2020-06-09,158.990005,159.5,157.979996,157.979996,155.92271399999998,9200,IHE
45,2020-06-10,159.08999599999999,159.08999599999999,156.779999,156.779999,154.738342,38800,IHE
46,2020-06-11,154.199997,155.190002,148.600006,148.600006,146.664871,19700,IHE
47,2020-06-12,151.179993,151.66000400000001,146.600006,148.690002,146.753693,16800,IHE
48,2020-06-15,146.080002,148.759995,145.270004,147.75,146.134521,32300,IHE
49,2020-06-16,151.630005,153.110001,150.490005,152.580002,150.911728,12500,IHE
50,2020-06-17,153.919998,153.919998,151.78999299999998,151.78999299999998,150.130371,5300,IHE
51,2020-06-18,150.979996,152.179993,150.979996,152.009995,150.347961,4900,IHE
52,2020-06-19,154.16000400000001,154.28999299999998,152.229996,154.28999299999998,152.603012,5600,IHE
53,2020-06-22,153.440002,154.649994,151.889999,154.649994,152.959076,4900,IHE
54,2020-06-23,155.429993,156.419998,154.889999,154.889999,153.196472,5200,IHE
55,2020-06-24,153.479996,154.199997,150.699997,151.66000400000001,150.001801,8400,IHE
56,2020-06-25,151.649994,153.570007,151.33999599999999,153.570007,151.89091499999998,13000,IHE
57,2020-06-26,153.33999599999999,153.33999599999999,150.520004,151.119995,149.467682,5900,IHE
58,2020-06-29,151.529999,152.46000700000002,150.880005,151.360001,149.70507800000001,14800,IHE
59,2020-06-30,151.96000700000002,153.91000400000001,151.96000700000002,153.880005,152.19751000000002,33200,IHE
60,2020-07-01,154.0,155.0,154.0,154.139999,152.454666,11100,IHE
61,2020-07-02,155.58999599999999,155.830002,154.389999,154.389999,152.70193500000002,6000,IHE
62,2020-07-06,155.970001,157.270004,155.779999,156.600006,154.88777199999998,3600,IHE
63,2020-07-07,156.399994,157.21000700000002,155.559998,155.759995,154.056961,11100,IHE
64,2020-07-08,155.649994,156.25,154.949997,156.199997,154.49215700000002,3600,IHE
65,2020-07-09,156.0,156.600006,153.979996,154.53999299999998,152.850281,4100,IHE
66,2020-07-10,154.580002,155.059998,154.050003,154.570007,152.879974,4700,IHE
67,2020-07-13,155.979996,158.429993,155.020004,155.020004,153.325058,9700,IHE
68,2020-07-14,155.0,157.419998,155.0,157.309998,155.58999599999999,4700,IHE
69,2020-07-15,158.970001,160.509995,158.970001,160.28999299999998,158.53741499999998,5600,IHE
70,2020-07-16,159.669998,159.669998,158.580002,159.53999299999998,157.795624,6400,IHE
71,2020-07-17,160.020004,161.16000400000001,160.020004,161.009995,159.249542,5800,IHE
72,2020-07-20,160.970001,161.669998,160.490005,160.949997,159.190201,5100,IHE
73,2020-07-21,160.990005,161.83999599999999,159.949997,159.949997,158.20114099999998,5000,IHE
74,2020-07-22,161.119995,161.119995,159.440002,160.529999,158.774811,38400,IHE
75,2020-07-23,161.309998,161.309998,158.75,159.179993,157.43956,7600,IHE
76,2020-07-24,159.529999,159.529999,156.190002,157.119995,155.40206899999998,5800,IHE
77,2020-07-27,157.979996,158.350006,156.779999,158.179993,156.45048500000001,5600,IHE
78,2020-07-28,159.149994,159.149994,157.919998,158.0,156.27246100000002,6600,IHE
79,2020-07-29,158.669998,158.990005,157.360001,158.570007,156.836227,10300,IHE
80,2020-07-30,158.520004,159.179993,157.78999299999998,158.759995,157.024139,2800,IHE
81,2020-07-31,159.570007,159.570007,156.429993,157.610001,155.886719,3500,IHE
82,2020-08-03,158.940002,161.229996,158.940002,161.21000700000002,159.447372,9100,IHE
83,2020-08-04,160.630005,161.270004,160.070007,160.800003,159.041855,7600,IHE
84,2020-08-05,162.949997,164.529999,162.350006,164.479996,162.681595,7100,IHE
85,2020-08-06,164.5,164.58999599999999,162.0,163.110001,161.326599,7200,IHE
86,2020-08-07,163.240005,164.050003,163.0,163.820007,162.02883899999998,3600,IHE
87,2020-08-10,163.83999599999999,164.28999299999998,162.850006,163.419998,161.63320900000002,18300,IHE
88,2020-08-11,164.940002,164.940002,161.380005,161.380005,159.615509,4700,IHE
89,2020-08-12,162.71000700000002,163.600006,162.71000700000002,163.309998,161.52441399999998,32800,IHE
90,2020-08-13,163.110001,163.110001,161.899994,162.91000400000001,161.128784,4600,IHE
91,2020-08-14,162.779999,163.869995,162.429993,163.080002,161.296921,3000,IHE
92,2020-08-17,164.020004,165.630005,163.720001,165.520004,163.710251,6100,IHE
