Date,Open,High,Low,Close,Adj Close,Volume
2020-04-06,56.099998,56.770000,55.630001,56.520000,56.068714,43800
2020-04-07,57.689999,57.689999,55.990002,55.990002,55.542946,57800
2020-04-08,56.500000,58.099998,56.110001,57.950001,57.487293,12700
2020-04-09,58.439999,59.099998,58.369999,58.820000,58.350353,28100
2020-04-13,59.250000,59.250000,58.169998,58.939999,58.469387,44900
2020-04-14,59.990002,60.509998,59.750000,60.200001,59.719330,38800
2020-04-15,59.009998,59.830002,58.810001,59.400002,58.925720,49300
2020-04-16,59.549999,60.160000,59.439999,60.119999,59.639973,19800
2020-04-17,62.189999,62.189999,61.000000,61.910000,61.415676,57800
2020-04-20,61.290001,62.759998,61.290001,61.700001,61.207355,30000
2020-04-21,61.000000,61.000000,59.820000,59.820000,59.342365,34300
2020-04-22,60.630001,60.650002,60.000000,60.250000,59.768932,28300
2020-04-23,60.500000,61.790001,60.500000,60.790001,60.304623,24400
2020-04-24,61.310001,62.000000,61.310001,61.980000,61.485119,32800
2020-04-27,62.570000,63.500000,62.560001,63.189999,62.685455,42100
2020-04-28,64.059998,64.059998,62.250000,62.279999,61.782722,44900
2020-04-29,63.209999,63.480000,62.509998,63.090000,62.586258,40800
2020-04-30,63.040001,63.040001,62.090000,62.459999,61.961288,30700
2020-05-01,62.230000,62.230000,60.840000,61.419998,60.929588,19400
2020-05-04,61.279999,61.599998,60.900002,61.590000,61.098232,14200
2020-05-05,62.490002,63.060001,62.380001,62.560001,62.060493,31600
2020-05-06,63.009998,63.250000,62.639999,62.720001,62.219212,53100
2020-05-07,63.349998,63.349998,62.230000,62.230000,61.733120,42100
2020-05-08,62.759998,63.040001,62.570000,62.889999,62.387848,45300
2020-05-11,62.580002,64.570000,62.580002,64.400002,63.885796,44500
2020-05-12,64.980003,65.150002,63.529999,63.560001,63.052505,59900
2020-05-13,63.419998,64.230003,62.279999,62.770000,62.268810,36400
2020-05-14,62.009998,62.599998,61.709999,62.599998,62.100166,33200
2020-05-15,62.200001,63.389999,62.200001,63.299999,62.794579,83400
2020-05-18,64.949997,64.949997,64.349998,64.389999,63.875877,29300
2020-05-19,64.440002,64.459999,63.650002,63.650002,63.141785,15900
2020-05-20,64.120003,64.290001,63.720001,63.849998,63.340183,14200
2020-05-21,63.790001,63.790001,63.070000,63.549999,63.042583,11900
2020-05-22,63.500000,63.689999,63.340000,63.680000,63.171547,9800
2020-05-26,64.769997,64.769997,63.299999,63.330002,62.824345,12500
2020-05-27,63.410000,63.740002,62.160000,63.709999,63.201305,41900
2020-05-28,64.449997,65.000000,64.220001,64.220001,63.707237,42000
2020-05-29,64.110001,64.900002,63.509998,64.769997,64.252846,24400
2020-06-01,64.529999,64.779999,64.360001,64.519997,64.004837,13100
2020-06-02,64.400002,64.510002,63.840000,64.419998,63.905632,50300
2020-06-03,64.650002,64.730003,64.139999,64.599998,64.084206,34800
2020-06-04,64.290001,64.680000,64.139999,64.320000,63.806427,13500
2020-06-05,64.790001,65.500000,64.790001,64.940002,64.421494,18500
2020-06-08,65.129997,65.709999,64.720001,65.559998,65.036537,19400
2020-06-09,65.349998,65.709999,64.980003,65.059998,64.540527,37400
2020-06-10,65.150002,65.180000,64.260002,64.269997,63.756832,19600
2020-06-11,63.009998,63.349998,61.110001,61.110001,60.622066,27800
2020-06-12,62.509998,62.509998,59.910000,61.020000,60.532784,33000
2020-06-15,60.220001,61.830002,59.740002,61.599998,61.108150,30900
2020-06-16,62.910000,63.459999,62.810001,63.250000,62.744976,16700
2020-06-17,63.560001,63.740002,63.000000,63.169998,62.665615,7900
2020-06-18,62.700001,63.220001,62.700001,63.060001,62.556496,12400
2020-06-19,63.869999,64.070000,63.240002,64.010002,63.498909,8300
2020-06-22,63.799999,64.400002,63.320000,64.309998,63.952374,23000
2020-06-23,64.769997,65.059998,64.349998,64.349998,63.992149,20200
2020-06-24,63.869999,64.160004,62.759998,63.130001,62.778934,34000
2020-06-25,63.160000,64.349998,63.160000,64.349998,63.992149,8800
2020-06-26,63.889999,64.089996,63.150002,63.259998,62.908211,14800
2020-06-29,63.860001,64.430000,63.639999,63.970001,63.614265,18000
2020-06-30,64.050003,65.000000,63.740002,64.720001,64.360092,54300
2020-07-01,64.739998,65.589996,64.709999,65.379997,65.016418,42000
2020-07-02,65.980003,66.000000,65.339996,65.519997,65.155647,29000
2020-07-06,66.150002,66.610001,65.919998,65.989998,65.623032,60900
2020-07-07,65.860001,66.480003,65.559998,65.559998,65.195419,15900
2020-07-08,65.870003,66.080002,65.209999,65.559998,65.195419,19800
2020-07-09,65.570000,65.860001,64.360001,65.160004,64.797653,20900
2020-07-10,65.070000,65.449997,64.809998,65.080002,64.718094,272700
2020-07-13,65.330002,66.550003,64.760002,64.839996,64.479416,78000
2020-07-14,65.000000,66.059998,64.739998,66.059998,65.692642,115400
2020-07-15,66.510002,67.389999,66.510002,67.309998,66.935684,36500
2020-07-16,67.010002,67.010002,66.260002,66.910004,66.537918,20600
2020-07-17,67.070000,67.690002,67.070000,67.449997,67.074913,11200
2020-07-20,67.489998,67.860001,67.220001,67.349998,66.975471,20000
2020-07-21,67.400002,67.519997,66.500000,66.540001,66.169975,19300
2020-07-22,66.870003,66.959999,66.339996,66.620003,66.249527,22700
2020-07-23,66.870003,66.870003,65.830002,66.029999,65.662804,129900
2020-07-24,65.889999,65.889999,64.550003,64.959999,64.598755,27300
2020-07-27,65.040001,66.160004,65.040001,66.099998,65.732414,12300
2020-07-28,66.410004,66.419998,65.830002,65.830002,65.463928,9900
2020-07-29,65.989998,66.430000,65.699997,66.190002,65.821922,20000
