Date,Open,High,Low,Close,Adj Close,Volume
2020-04-06,45.450001,46.360001,45.169998,46.119999,44.470032,1707600
2020-04-07,45.730000,45.830002,44.450001,44.599998,43.004410,3119700
2020-04-08,44.630001,45.459999,42.869999,45.180000,43.563660,1773000
2020-04-09,44.919998,45.500000,42.799999,45.459999,43.833645,4459000
2020-04-13,45.139999,45.240002,43.990002,44.380001,42.792282,1490100
2020-04-14,46.119999,46.480000,45.200001,45.970001,44.325401,2520700
2020-04-15,44.939999,45.599998,44.860001,45.150002,43.534737,1355500
2020-04-16,46.320000,46.450001,43.169998,46.130001,44.479675,2083400
2020-04-17,47.020000,47.880001,46.630001,47.750000,46.041718,2466500
2020-04-20,46.950001,48.740002,46.910000,48.279999,46.552757,3027300
2020-04-21,47.549999,48.669998,47.509998,48.599998,46.861309,3026500
2020-04-22,47.470001,48.240002,47.400002,48.189999,46.465977,2873300
2020-04-23,48.700001,49.220001,47.540001,48.369999,46.639538,3150200
2020-04-24,49.009998,50.119999,48.939999,49.849998,48.066589,3856000
2020-04-27,51.020000,51.290001,49.480000,50.630001,48.818684,1996900
2020-04-28,49.889999,50.209999,49.500000,49.869999,48.085873,3807500
2020-04-29,49.200001,49.500000,48.980000,49.000000,47.246998,2167000
2020-04-30,47.480000,47.529999,46.650002,46.830002,46.830002,1349900
2020-05-01,46.480000,46.849998,44.110001,46.849998,46.849998,1311200
2020-05-04,48.220001,48.630001,47.639999,48.369999,48.369999,2551600
2020-05-05,49.040001,49.529999,48.869999,49.060001,49.060001,2387700
2020-05-06,49.459999,50.230000,47.400002,49.349998,49.349998,752900
2020-05-07,48.740002,49.189999,48.130001,48.400002,48.400002,1648900
2020-05-08,48.669998,48.720001,48.060001,48.080002,48.080002,897900
2020-05-11,47.720001,48.310001,47.610001,48.200001,48.200001,977100
2020-05-12,49.299999,49.660000,48.230000,48.230000,48.230000,1455600
2020-05-13,49.250000,49.450001,47.919998,48.310001,48.310001,1004600
2020-05-14,47.320000,47.830002,47.220001,47.669998,47.669998,1367800
2020-05-15,47.099998,47.610001,46.880001,47.259998,47.259998,1365900
2020-05-18,46.849998,47.869999,46.740002,47.639999,47.639999,2506200
2020-05-19,47.630001,48.029999,47.200001,47.200001,47.200001,1725700
2020-05-20,48.009998,48.209999,47.689999,47.740002,47.740002,1415500
2020-05-21,48.259998,48.279999,47.380001,47.439999,47.439999,1740100
2020-05-22,47.360001,47.720001,47.160000,47.299999,47.299999,1486800
2020-05-26,47.820000,47.880001,47.240002,47.270000,47.270000,2031200
2020-05-27,47.200001,47.540001,46.770000,47.490002,47.490002,1176300
2020-05-28,48.009998,49.119999,47.959999,48.680000,48.680000,1763500
2020-05-29,49.439999,49.480000,48.250000,49.110001,49.110001,1669800
2020-06-01,49.430000,49.660000,49.130001,49.490002,49.490002,1171000
2020-06-02,49.400002,49.959999,49.209999,49.889999,49.889999,2658300
2020-06-03,49.580002,49.930000,49.369999,49.580002,49.580002,1607900
2020-06-04,49.669998,50.410000,49.490002,49.950001,49.950001,2586700
2020-06-05,50.310001,50.400002,49.950001,50.099998,50.099998,1077900
2020-06-08,50.139999,50.830002,49.860001,50.810001,50.810001,1644100
2020-06-09,50.560001,51.299999,50.490002,50.849998,50.849998,1499900
2020-06-10,51.349998,51.770000,51.180000,51.540001,51.540001,2103600
2020-06-11,51.509998,51.610001,49.360001,49.490002,49.490002,1927800
2020-06-12,50.720001,50.840000,49.389999,49.950001,49.950001,1461400
2020-06-15,50.250000,50.860001,49.689999,50.590000,50.590000,1969300
2020-06-16,51.529999,51.639999,50.849998,51.080002,51.080002,3921400
2020-06-17,52.439999,52.759998,52.209999,52.490002,52.490002,2355600
2020-06-18,51.590000,51.910000,51.020000,51.430000,51.430000,929700
2020-06-19,52.439999,52.700001,51.990002,52.320000,52.320000,1521100
2020-06-22,52.490002,52.720001,52.189999,52.500000,52.500000,1057800
2020-06-23,52.580002,52.939999,52.459999,52.470001,52.470001,1116500
